,Ticket,Price,KLBD/TB5D,T.độ GD,KLGD ròng(CM),%KLGD ròng (CM),RSI,MACD Hist,MACD Signal,Tín hiệu KT,Tín hiệu TB động,MA20,MA50,MA100,Phiên +/- ,% thay đổi giá 3D,% thay đổi giá 1M,% thay đổi giá 3M,% thay đổi giá 1Y,RS 3D,RS 1M,RS 3M,RS 1Y,RS TB,Đỉnh 1M,Đỉnh 3M,Đỉnh 1Y,Đáy 1M,Đáy 3M,Đáy 1Y,%Đỉnh 1Y,Low-Price-1Y,P/E,P/B,ROE,TCRating,Khối lượng Dư bán,Khối lượng Dư mua,TCBS định giá,Khớp nhiều nhất,Đ.góp VNINDEX,Price-VNI-1M,Price-VNI-1Y,VNINDEX P/E,VNINDEX P/B,vnid3d,vnid1m,vnid3m,vnid1y
0,FPT,96700.0,2.52,1.95,99600,26.7,61.888,-0.59,Sell,Neutral,Neutral,96390.0,87647.9,79468.0,-2,-1.8,13.9,32.7,38.3,40.0,86.0,90.0,87.0,76.0,99000,99000,99000,85497,72303,55991,-2.3,72.7,21.1,5.1,0.265755,3.6,111800,14400,94323,95100,-0.03,12.8,39.7,15.1056,1.71608,-2.7,1.1,6.7,-1.4
