,Mã CP,Giá,KLBD/TB5D,T.độ GD,KLGD ròng(CM),%KLGD ròng (CM),RSI,MACD Hist,MACD Signal,Tín hiệu KT,Tín hiệu TB động,MA20,MA50,MA100,Phiên +/- ,% thay đổi giá 3D,% thay đổi giá 1M,% thay đổi giá 3M,% thay đổi giá 1Y,RS 3D,RS 1M,RS 3M,RS 1Y,RS TB,Đỉnh 1M,Đỉnh 3M,Đỉnh 1Y,Đáy 1M,Đáy 3M,Đáy 1Y,%Đỉnh 1Y,%Đáy 1Y,P/E,P/B,ROE,TCRating,Khối lượng Dư bán,Khối lượng Dư mua,TCBS định giá,Khớp nhiều nhất,Đ.góp VNINDEX,%Giá - %VNI (1M),%Giá - %VNI (1Y),VNINDEX P/E,VNINDEX P/B,vnid3d,vnid1m,vnid3m,vnid1y
0,FPT,96700.0,0.47,0.93,-15000,-8.3,86.5549,1.07,Buy,Buy,Buy,86459.8,80966.9,75222.2,2,3.3,15.9,35.5,31.7,67.0,91.0,87.0,86.0,83.0,96700,96700,96700,81049,70944,55991,0.0,72.7,21.1,5.1,0.265755,3.6,75500,9800,94620,96700,0.03,14.6,36.1,15.356,1.74883,1.6,1.4,13.5,-4.3
